nombre,tipo_elec,onomastico,suplente,edo,ent,ent_2,correo,ext
Dip. Maria Teresa Rebeca Rosa Mora Rios,Mayoria Relativa,11-may-52,Juana Berenice Montoya Marquez,Mexico,Distrito:22,F-191,teresa.mora@diputados.gob.mx,61474
Dip. David Orihuela Nava,Mayoria Relativa,31-ene-85,Nivardo Torres Siles,Mexico,Distrito:23,H-270,david.orihuela@diputados.gob.mx,61466
Dip. Maria de los Angeles Huerta del Rio,Mayoria Relativa,10-ago-62,Korina Angelica Esquinca Gonzalez,Mexico,Distrito:24,G-227,angeles.huerta@diputados.gob.mx,61430
Dip. Delfino (DECESO) Lopez Aparicio (LICENCIA),Mayoria Relativa,09-feb-60,Silvestre Lopez Cornejo(en funciones),Mexico,Distrito:25,G-233,delfino.lopez@diputados.gob.mx,61468
Dip. Esmeralda de los Angeles Moreno Medina,Mayoria Relativa,19-dic-86,Maria del Pilar Terron Ramirez,Mexico,Distrito:26,B-046,esmeralda.moreno@diputados.gob.mx,61814
Dip. Oscar Gonzalez Yanez,Mayoria Relativa,06-oct-64,Luis Osvaldo Lopez Dotor,Mexico,Distrito:27,F-202,oscar.gonzalez@diputados.gob.mx,62064
Dip. Roberto Angel Dominguez Rodriguez,Mayoria Relativa,27-ene-80,Pedro Eduardo Pineda Delgado,Mexico,Distrito:28,H-269,roberto.dominguez@diputados.gob.mx,61460
Dip. Martha Robles Ortiz,Mayoria Relativa,25-abr-62,Gabriela Guadalupe Martinez Maldonado,Mexico,Distrito:29,F-189,martha.robles@diputados.gob.mx,61422
Dip. Cesar Agustin Hernandez Perez,Mayoria Relativa,01-mar-80,Juan Gabriel Mendez Gonzalez,Mexico,Distrito:30,I-314,cesar.hernandez@diputados.gob.mx,61438
Dip. Juan Angel Bautista Bravo,Mayoria Relativa,25-jul-81,Jose Guadalupe Gonzalez Vargas,Mexico,Distrito:31,D-106,juan.bautista@diputados.gob.mx,66376
Dip. Luis Enrique Martinez Ventura,Mayoria Relativa,19-ago-63,Jaime Gonzalo Vargas Alvarez,Mexico,Distrito:32,H-285,luisenrique.martinez@diputados.gob.mx,62020
Dip. Vicente Alberto Onofre Vazquez,Mayoria Relativa,06-abr-69,Gabriel Torres Duenas,Mexico,Distrito:33,I-322,vicente.onofre@diputados.gob.mx,54244
Dip. Miroslava Carrillo Martinez (LICENCIA),Mayoria Relativa,05-may-73,Maria Guadalupe Diaz Avilez(en funciones),Mexico,Distrito:34,I-313,miroslava.carrillo@diputados.gob.mx,61484
Dip. Arturo Roberto Hernandez Tapia,Mayoria Relativa,05-may-61,Felipe Vidal Gomez,Mexico,Distrito:35,G-231,arturo.hernandez@diputados.gob.mx,61486
Dip. Cruz Juvenal Roa Sanchez,Mayoria Relativa,10-may-68,Rigoberto Lopez Rivera,Mexico,Distrito:36,I-302,cruz.roa@diputados.gob.mx,59442
Dip. Pedro Mario Zenteno Santaella (LICENCIA),Mayoria Relativa,13-sep-60,Edgar Eduardo Arenas Madrigal(en funciones),Mexico,Distrito:37,E-150,pedro.zenteno@diputados.gob.mx,61428
Dip. Karla Yuritzi Almazan Burgos,Mayoria Relativa,27-ago-74,Maria Imelda Agustina Yescas Ruiz,Mexico,Distrito:38,I-313,karla.almazan@diputados.gob.mx,53109
Dip. Jose Luis Montalvo Luna,Mayoria Relativa,29-abr-60,Ivan Morales Velasco,Mexico,Distrito:39,E-160,jose.montalvo@diputados.gob.mx,62007
Dip. Marco Antonio Reyes Colin,Mayoria Relativa,18-may-81,Adrian Estrada Arriaga,Mexico,Distrito:40,F-186,marco.reyes@diputados.gob.mx,61480
Dip. Nancy Claudia Resendiz Hernandez,Mayoria Relativa,19-dic-77,Diana Laura Zamora Orihuela,Mexico,Distrito:41,H-277,nancy.resendiz@diputados.gob.mx,61841
Dip. Feliciano Flores Anguiano,Mayoria Relativa,28-may-71,Humberto Soberano Ramirez,Michoacan,Distrito:1,I-318,feliciano.flores@diputados.gob.mx,61132
Dip. Esteban Barajas Barajas,Mayoria Relativa,20-ene-59,Indalecio Cortes Gamez,Michoacan,Distrito:2,I-319,esteban.barajas@diputados.gob.mx,61120
Dip. Mary Carmen Bernal Martinez,Mayoria Relativa,24-ago-84,Rosa Mayra Garcia Arellano,Michoacan,Distrito:3,E-156,mary.bernal@diputados.gob.mx,62056
Dip. Armando Tejeda Cid,Mayoria Relativa,21-sep-84,J. Jesus Mendoza Torres,Michoacan,Distrito:4,D-083,armando.tejeda@diputados.gob.mx,59965
Dip. Yolanda Guerrero Barrera,Mayoria Relativa,21-feb-64,Giselle Garcia Ibarra,Michoacan,Distrito:5,J-356,yolanda.guerrero@diputados.gob.mx,61118
Dip. Anita Sanchez Castro,Mayoria Relativa,07-ene-68,Maria de Jesus Juarez Garcia,Michoacan,Distrito:6,J-358,anita.sanchez@diputados.gob.mx,61124
Dip. Gonzalo Herrera Perez,Mayoria Relativa,07-jul-55,Miguel Angel Cuin Simon,Michoacan,Distrito:7,I-321,gonzalo.herrera@diputados.gob.mx,61112
Dip. Ana Lilia Guillen Quiroz,Mayoria Relativa,05-feb-55,Ruth Yolotli Manriquez Lopez,Michoacan,Distrito:8,J-355,ana.guillen@diputados.gob.mx,61122
Dip. Ignacio Benjamin Campos Equihua (LICENCIA),Mayoria Relativa,12-may-73,Jorge Alberto Mendoza Reyes(en funciones),Michoacan,Distrito:9,I-317,ignacio.campos@diputados.gob.mx,61134
Dip. Ivan Arturo Perez Negron Ruiz (LICENCIA),Mayoria Relativa,20-jul-74,Jose Misael Lopez Diaz(en funciones),Michoacan,Distrito:10,A-019,ivan.pereznegron@diputados.gob.mx,61879
Dip. Jose Guadalupe Aguilera Rojas,Mayoria Relativa,12-dic-71,Marco Antonio Bastida Bastida,Michoacan,Distrito:11,L-420,josegpe.aguilera@diputados.gob.mx,62404
Dip. Francisco Javier Huacus Esquivel,Mayoria Relativa,26-ago-86,Genaro Maya Talavera,Michoacan,Distrito:12,C-081,francisco.huacus@diputados.gob.mx,62018
Dip. Alejandro Mojica Toledo,Mayoria Relativa,12-ene-55,Omar Alfonso Barrera Hernandez,Morelos,Distrito:1,G-221,alejandro.mojica@diputados.gob.mx,61354
Dip. Alejandra Pani Barragan,Mayoria Relativa,17-jul-64,Esmeralda Flores Carranza,Morelos,Distrito:2,G-222,alejandra.pani@diputados.gob.mx,61362
Dip. Juanita Guerra Mena,Mayoria Relativa,19-mar-83,Erika Hernandez Gordillo,Morelos,Distrito:3,F-181,juanita.guerra@diputados.gob.mx,61360
Dip. Jorge Arturo Arguelles Victorero,Mayoria Relativa,13-may-81,Alejandro Rondin Cruz,Morelos,Distrito:4,F-194,jorge.arguelles@diputados.gob.mx,61804
Dip. Jose Guadalupe Ambrocio Gachuz,Mayoria Relativa,12-dic-60,Oscar Mejia Garcia,Morelos,Distrito:5,F-179,jose.ambrocio@diputados.gob.mx,61358
Dip. Miguel Pavel Jarero Velazquez,Mayoria Relativa,19-oct-77,Francisco Jimenez Lopez,Nayarit,Distrito:1,G-238,miguel.jarero@diputados.gob.mx,61628
Dip. Maria Geraldine Ponce Mendez (LICENCIA),Mayoria Relativa,04-abr-94,Africa Azucena Sanchez Hernandez,Nayarit,Distrito:2,H-280,maria.ponce@diputados.gob.mx,61619
Dip. Mirtha Iliana Villalvazo Amaya (LICENCIA),Mayoria Relativa,02-dic-80,Anabel Margarita Guerrero Benitez,Nayarit,Distrito:3,G-239,mirtha.villalvazo@diputados.gob.mx,61617
Dip. Hernan Salinas Wolberg,Mayoria Relativa,01-abr-82,Jorge Alberto Arrambide Montemayor,Nuevo Leon,Distrito:1,G-205,hernan.salinas@diputados.gob.mx,59917
Dip. Maria Guillermina Alvarado Moreno,Mayoria Relativa,26-dic-68,Rebeca Lidia Garcia Vallejo,Nuevo Leon,Distrito:2,L-448,maria.alvarado@diputados.gob.mx,61775
Dip. Jose Luis Garcia Duque,Mayoria Relativa,08-nov-67,Juan Hugo Lopez Flores,Nuevo Leon,Distrito:3,A-022,jgarcia.duque@diputados.gob.mx,67893
Dip. Ricardo Flores Suarez,Mayoria Relativa,05-ago-77,Julio Cesar Alvarado Mendoza,Nuevo Leon,Distrito:4,H-242,ricardo.flores@diputados.gob.mx,59917
Dip. Santiago Gonzalez Soto,Mayoria Relativa,25-jun-61,Pedro Vazquez Gonzalez,Nuevo Leon,Distrito:5,F-200,santiago.gonzalez@diputados.gob.mx,62122
Dip. Annia Sarahi Gomez Cardenas,Mayoria Relativa,06-jul-83,Alejandra Soria Gutierrez,Nuevo Leon,Distrito:6,B-028,annia.gomez@diputados.gob.mx,59904
Dip. Laura Erika de Jesus Garza Gutierrez (LICENCIA),Mayoria Relativa,19-ago-77,Febe Priscila Benavides Lozano(en funciones),Nuevo Leon,Distrito:7,H-279,laura.garza@diputados.gob.mx,61869
Dip. Ernesto Vargas Contreras (LICENCIA),Mayoria Relativa,06-mar-77,Jose Rolando Benavides Mendiola(en funciones),Nuevo Leon,Distrito:8,E-153,ernesto.vargas@diputados.gob.mx,55265
Dip. Juan Francisco Espinoza Eguia,Mayoria Relativa,10-nov-71,Jesus Guillermo Aguilar Gonzalez,Nuevo Leon,Distrito:9,D-097,francisco.espinoza@diputados.gob.mx,59430
Dip. Jose Martin Lopez Cisneros (LICENCIA),Mayoria Relativa,11-nov-72,Juan Martin Garcia Marquez(en funciones),Nuevo Leon,Distrito:10,F-168,jose.lopez@diputados.gob.mx,59900
Dip. Ernesto Alfonso Robledo Leal (LICENCIA),Mayoria Relativa,06-jun-76,Rafael Alejandro Serna Vega(en funciones),Nuevo Leon,Distrito:11,K-373,alfonso.robledo@diputados.gob.mx,59917
Dip. Sandra Paola Gonzalez Castaneda,Mayoria Relativa,31-mar-79,Perla Elizabeth Carrizales Cardenas,Nuevo Leon,Distrito:12,L-450,sandra.gonzalez@diputados.gob.mx,61778
Dip. Irineo Molina Espinoza,Mayoria Relativa,13-jun-76,Jorge Luis Estrada Rodriguez,Oaxaca,Distrito:1,J-349,irineo.molina@diputados.gob.mx,61196
Dip. Irma Juan Carlos,Mayoria Relativa,19-jul-77,Maria Fernanda Barbosa Sosa,Oaxaca,Distrito:2,H-260,irma.juan@diputados.gob.mx,61206
Dip. Margarita Garcia Garcia,Mayoria Relativa,26-ene-66,Dalia Leticia Lopez Herrera,Oaxaca,Distrito:3,B-049,margarita.garcia@diputados.gob.mx,62038
Dip. Azael Santiago Chepi,Mayoria Relativa,15-dic-77,Joel Javier Nicolas,Oaxaca,Distrito:4,H-263,azael.santiago@diputados.gob.mx,61194
Dip. Carol Antonio Altamirano,Mayoria Relativa,13-dic-63,Rigoberto Quecha Molina,Oaxaca,Distrito:5,H-262,carol.antonio@diputados.gob.mx,61200
Dip. Beatriz Dominga Perez Lopez,Mayoria Relativa,24-ago-75,Virginia Merino Garcia,Oaxaca,Distrito:6,I-307,beatriz.perez@diputados.gob.mx,61182
Dip. Rosalinda Dominguez Flores,Mayoria Relativa,06-sep-70,Maria Antonia Pineda Ruiz,Oaxaca,Distrito:7,I-305,rosalinda.dominguez@diputados.gob.mx,61208
Dip. Benjamin Robles Montoya,Mayoria Relativa,08-nov-59,Gonzalo Jesus Aquino Ramirez,Oaxaca,Distrito:8,D-117,benjamin.robles@diputados.gob.mx,62102
Dip. Maria del Carmen Bautista Pelaez,Mayoria Relativa,04-abr-91,Yesenia Rios Ruiz,Oaxaca,Distrito:9,H-261,maria.bautista@diputados.gob.mx,61184
Dip. Daniel Gutierrez Gutierrez,Mayoria Relativa,15-feb-76,Azael Jacinto Garcia,Oaxaca,Distrito:10,J-348,daniel.gutierrez@diputados.gob.mx,61525
Dip. Miguel Acundo Gonzalez (LICENCIA),Mayoria Relativa,29-sep-61,Jose Francisco Esquitin Alonso(en funciones),Puebla,Distrito:1,D-113,miguel.acundo@diputados.gob.mx,61852
Dip. Maiella Martha Gabriela Gomez Maldonado,Mayoria Relativa,26-sep-74,Maricela Gonzalez Juarez,Puebla,Distrito:2,F-173,maiella.gomez@diputados.gob.mx,62622
Dip. Claudia Baez Ruiz,Mayoria Relativa,20-oct-72,Esther Martinez Romano,Puebla,Distrito:3,D-112,claudia.baez@diputados.gob.mx,61863
Dip. Ines Parra Juarez,Mayoria Relativa,20-abr-78,Maria Isabel Torres Bravo,Puebla,Distrito:4,B-039,ines.parra@diputados.gob.mx,61543
Dip. Lizeth Sanchez Garcia (LICENCIA),Mayoria Relativa,03-nov-76,Martha Huerta Hernandez(en funciones),Puebla,Distrito:5,F-199,lizeth.sanchez@diputados.gob.mx,62048
Dip. Alejandro Carvajal Hidalgo,Mayoria Relativa,02-ago-80,Iztac Hernandez Quiterio,Puebla,Distrito:6,A-014,alejandro.carvajal@diputados.gob.mx,61553
Dip. Edgar Guzman Valdez,Mayoria Relativa,19-abr-92,Eloy Acata Martinez,Puebla,Distrito:7,P-508,edgar.guzman@diputados.gob.mx,61455
Dip. Julieta Kristal Vences Valencia,Mayoria Relativa,24-oct-86,Marisol Prieto Avendano,Puebla,Distrito:8,A-015,julieta.vences@diputados.gob.mx,61537
Dip. Jose Guillermo Arechiga Santamaria,Mayoria Relativa,02-sep-58,Alfonso Perez Arroyo,Puebla,Distrito:9,B-040,jose.arechiga@diputados.gob.mx,61539
Dip. Nayeli Salvatori Bojalil,Mayoria Relativa,26-ago-85,Esperanza Estela Chilaca Munoz,Puebla,Distrito:10,D-111,nayeli.salvatori@diputados.gob.mx,61832
Dip. Benjamin Saul Huerta Corona,Mayoria Relativa,31-mar-58,Mario Enrique Aguilar Caldelas,Puebla,Distrito:11,A-013,benjamin.huerta@diputados.gob.mx,61557
Dip. Fernando Luis Manzanilla Prieto,Mayoria Relativa,10-may-68,Eudoxio Morales Flores,Puebla,Distrito:12,F-195,fernando.manzanilla@diputados.gob.mx,61800
Dip. Hector Guillermo de Jesus Jimenez y Meneses (LICENCIA),Mayoria Relativa,24-nov-45,Julian Pena Hidalgo(en funciones),Puebla,Distrito:13,C-070,hector.jimenez@diputados.gob.mx,61547
Dip. Nelly Maceda Carrera,Mayoria Relativa,05-feb-79,Carolina Gaspar Ramirez,Puebla,Distrito:14,B-041,nelly.maceda@diputados.gob.mx,61559
Dip. Alejandro Barroso Chavez,Mayoria Relativa,04-ene-81,Paulino Olivier Montero,Puebla,Distrito:15,B-038,alejandro.barroso@diputados.gob.mx,61541
Dip. Sonia Rocha Acosta,Mayoria Relativa,30-mar-78,Gricelda Otero Hernandez,Queretaro,Distrito:1,G-209,sonia.rocha@diputados.gob.mx,59892
Dip. Jorge Luis Montes Nieves,Mayoria Relativa,14-ene-81,Rogelio Resendiz Acevedo,Queretaro,Distrito:2,L-446,jorge.montes@diputados.gob.mx,61609
Dip. Beatriz Silvia Robles Gutierrez,Mayoria Relativa,24-mar-65,Adelina Alcantara Plata,Queretaro,Distrito:3,L-447,beatriz.robles@diputados.gob.mx,61611
Dip. Felipe Fernando Macias Olvera,Mayoria Relativa,04-abr-86,Raul Jaime Perez,Queretaro,Distrito:4,D-085,felipe.macias@diputados.gob.mx,59887
Dip. Ana Paola Lopez Birlain,Mayoria Relativa,21-sep-81,Gabriela Castro Jasso,Queretaro,Distrito:5,B-026,ana.lopez@diputados.gob.mx,59980
Dip. Adriana Paulina Teissier Zavala,Mayoria Relativa,20-jul-67,Isela Betzabe Zetina Molina,Quintana Roo,Distrito:1,G-235,adriana.teissier@diputados.gob.mx,61853
Dip. Carmen Patricia Palma Olvera,Mayoria Relativa,13-ene-58,Erika Edith Lopez Lara,Quintana Roo,Distrito:2,L-440,carmen.palma@diputados.gob.mx,61565
Dip. Mildred Concepcion Avila Vera,Mayoria Relativa,05-dic-65,Ruby Marivel Canto Rosado,Quintana Roo,Distrito:3,L-439,mildred.avila@diputados.gob.mx,61382
Dip. Jesus de los Angeles Pool Moo (LICENCIA),Mayoria Relativa,22-dic-69,Victor Gilberto Aguilar Espinosa(en funciones),Quintana Roo,Distrito:4,K-378,jesus.pool@diputados.gob.mx,61376
Dip. Ma. Sara Rocha Medina,Mayoria Relativa,09-oct-67,Maria del Carmen Mata Valenzuela,San Luis Potosi,Distrito:1,P-502,sara.rocha@diputados.gob.mx,8268
Dip. Jose Ricardo Gallardo Cardona,Mayoria Relativa,18-nov-80,Raul Ivan Lopez Guzman,San Luis Potosi,Distrito:2,J-336,ricardo.gallardo@diputados.gob.mx,8395
Dip. Oscar Bautista Villegas,Mayoria Relativa,06-feb-64,Rodolfo Isaac Monsivais Morquecho,San Luis Potosi,Distrito:3,H-254,oscar.bautista@diputados.gob.mx,59620
Dip. Jose Ricardo Delsol Estrada,Mayoria Relativa,29-mar-64,Antolin Guerrero Marquez,San Luis Potosi,Distrito:4,M-486,josericardo.delsol@diputados.gob.mx,61579
Dip. Josefina Salazar Baez,Mayoria Relativa,29-ene-74,Zaira Rivera Hervert,San Luis Potosi,Distrito:5,H-244,josefina.salazar@diputados.gob.mx,59956
Dip. Ma. Guadalupe Almaguer Pardo (LICENCIA),Mayoria Relativa,26-ago-61,Leticia Martinez Gomez(en funciones),San Luis Potosi,Distrito:6,L-418,guadalupe.almaguer@diputados.gob.mx,55119
Dip. Marcelino Rivera Hernandez,Mayoria Relativa,26-abr-84,Juan Marcos Garcia Hernandez,San Luis Potosi,Distrito:7,F-163,marcelino.rivera@diputados.gob.mx,59887
Dip. Maximiliano (Deceso) Ruiz Arias (LICENCIA),Mayoria Relativa,16-jul-46,Jose Mario Osuna Medina(en funciones),Sinaloa,Distrito:1,J-363,maximiliano.ruiz@diputados.gob.mx,61700
Dip. Jose Jaime Montes Salas (LICENCIA),Mayoria Relativa,20-feb-54,Carlos Ivan Ayala Bobadilla(en funciones),Sinaloa,Distrito:2,I-324,jaime.montes@diputados.gob.mx,61652
Dip. Jesus Fernando Garcia Hernandez,Mayoria Relativa,30-may-58,Willian Demirel Salazar Serrano,Sinaloa,Distrito:3,J-367,jesus.garcia@diputados.gob.mx,61654
Dip. Casimiro Zamora Valdez,Mayoria Relativa,15-nov-58,Jose de Jesus Pacheco Ruiz,Sinaloa,Distrito:4,J-364,casimiro.zamora@diputados.gob.mx,61644
Dip. Nancy Yadira Santiago Marcos,Mayoria Relativa,04-may-80,Guadalupe Raquel de la Paz Aguirre,Sinaloa,Distrito:5,J-365,yadira.marcos@diputados.gob.mx,61667
Dip. Olegaria Carrazco Macias,Mayoria Relativa,12-abr-60,Amalia Garcia Martinez,Sinaloa,Distrito:6,J-366,olegaria.carrazco@diputados.gob.mx,61696
Dip. Merary Villegas Sanchez (LICENCIA),Mayoria Relativa,20-abr-87,Ana Alicia Cervantes Contreras(en funciones),Sinaloa,Distrito:7,J-361,merary.villegas@diputados.gob.mx,61698
Dip. Manuel de Jesus Baldenebro Arredondo (LICENCIA),Mayoria Relativa,13-may-62,Abraham David Mier Nogales,Sonora,Distrito:1,G-237,manuel.baldenebro@diputados.gob.mx,61826
Dip. Ana Gabriela Guevara Espinoza (LICENCIA),Mayoria Relativa,04-mar-77,Ana Laura Bernal Camarena(en funciones),Sonora,Distrito:2,D-118,ana.guevara@diputados.gob.mx,53082
Dip. Lorenia Iveth Valles Sampedro,Mayoria Relativa,18-dic-76,Marina Gomez Sanchez,Sonora,Distrito:3,K-409,lorenia.valles@diputados.gob.mx,61529
Dip. Heriberto Marcelo Aguilar Castillo,Mayoria Relativa,12-feb-75,Ramon Angel Valdez Mendoza,Sonora,Distrito:4,K-405,heriberto.aguilar@diputados.gob.mx,61535
Dip. Maria Wendy Briceno Zuloaga,Mayoria Relativa,15-sep-78,Lilian Margarita Navarro Lucero,Sonora,Distrito:5,K-408,maria.briceno@diputados.gob.mx,61527
Dip. Carlos Javier Lamarque Cano (LICENCIA),Mayoria Relativa,01-ago-53,Fernando Gonzalez Meza(en funciones),Sonora,Distrito:6,K-406,javier.lamarque@diputados.gob.mx,61531
Dip. Hildelisa Gonzalez Morales,Mayoria Relativa,22-dic-56,Rosa Carmina Ruiz Millan,Sonora,Distrito:7,C-080,hildelisa.gonzalez@diputados.gob.mx,62054
Dip. Estela Nunez Alvarez,Mayoria Relativa,16-ago-56,Dolores del Carmen Zubieta Ruiz,Tabasco,Distrito:1,M-482,estela.nunez@diputados.gob.mx,61110
Dip. Teresa Burelo Cortazar,Mayoria Relativa,01-mar-56,Maria Reyna Rangel Izquierdo,Tabasco,Distrito:2,M-483,teresa.burelo@diputados.gob.mx,61171
Dip. Gregorio Efrain Espadas Mendez (LICENCIA),Mayoria Relativa,26-oct-48,Roberto Calix Marin(en funciones),Tabasco,Distrito:3,M-480,gregorio.espadas@diputados.gob.mx,61173
Dip. Manuel Rodriguez Gonzalez,Mayoria Relativa,26-oct-66,Luis Arcadio Gutierrez Leon,Tabasco,Distrito:4,M-479,manuel.rodriguez@diputados.gob.mx,61175
Dip. Laura Patricia Avalos Magana,Mayoria Relativa,21-may-74,Maria Luisa Somellera Corrales,Tabasco,Distrito:5,M-484,laura.avalos@diputados.gob.mx,61178
Dip. Ricardo De la Pena Marshall,Mayoria Relativa,17-feb-64,David Eduardo Leon Romero,Tabasco,Distrito:6,G-236,ricardo.delapena@diputados.gob.mx,61883
Dip. Jose Salvador Rosas Quintanilla,Mayoria Relativa,22-ene-61,Manuel Canales Bermea,Tamaulipas,Distrito:1,A-004,jose.rosas@diputados.gob.mx,59890
Dip. Olga Juliana Elizondo Guerra,Mayoria Relativa,21-may-65,Zoraida Lara Cruz,Tamaulipas,Distrito:2,A-021,olga.elizondo@diputados.gob.mx,67892
Dip. Hector Joel Villegas Gonzalez (LICENCIA),Mayoria Relativa,09-may-79,Silvestre Resendez Munoz(en funciones),Tamaulipas,Distrito:3,B-048,hector.villegas@diputados.gob.mx,61861
Dip. Adriana Lozano Rodriguez,Mayoria Relativa,26-jun-69,Erika Georgina Lara Vazquez,Tamaulipas,Distrito:4,F-196,adriana.lozano@diputados.gob.mx,61808
Dip. Mario Alberto Ramos Tamez (LICENCIA),Mayoria Relativa,03-abr-86,Juan Alejandro Rivera Torres(en funciones),Tamaulipas,Distrito:5,I-286,mario.ramos@diputados.gob.mx,62648
Dip. Vicente Javier Verastegui Ostos (LICENCIA),Mayoria Relativa,03-sep-63,Eloy Martinez Carrizales(en funciones),Tamaulipas,Distrito:6,H-248,vicente.verastegui@diputados.gob.mx,59918
Dip. Erasmo Gonzalez Robledo,Mayoria Relativa,28-jun-72,Juan Dionisio Cruz Guerrero,Tamaulipas,Distrito:7,K-403,erasmo.gonzalez@diputados.gob.mx,61613
Dip. Olga Patricia Sosa Ruiz (LICENCIA),Mayoria Relativa,22-sep-74,Alba Silvia Garcia Paredes(en funciones),Tamaulipas,Distrito:8,E-155,olga.sosa@diputados.gob.mx,61867
Dip. Armando Javier Zertuche Zuani (LICENCIA),Mayoria Relativa,27-nov-57,Fernando Lopez Gomez,Tamaulipas,Distrito:9,K-404,armando.zertuche@diputados.gob.mx,62044
Dip. Jose de la Luz Sosa Salinas,Mayoria Relativa,25-may-66,Juan Antonio Martinez Ceron,Tlaxcala,Distrito:1,A-020,jose.sosa@diputados.gob.mx,62114
Dip. Ruben Teran Aguila,Mayoria Relativa,09-ago-81,Luis Antonio Herrera Perez,Tlaxcala,Distrito:2,H-266,ruben.teran@diputados.gob.mx,61346
Dip. Lorena Cuellar Cisneros (LICENCIA),Mayoria Relativa,20-feb-62,Claudia Perez Rodriguez,Tlaxcala,Distrito:3,H-265,lorena.cuellar@diputados.gob.mx,61348
Dip. Ricardo Garcia Escalante,Mayoria Relativa,02-may-81,Alvaro Soto Martinez,Veracruz,Distrito:1,C-056,rgarcia.escalante@diputados.gob.mx,59914
Dip. Jesus Guzman Aviles,Mayoria Relativa,25-dic-61,Armando Fernandez de la Cruz,Veracruz,Distrito:2,G-203,jguzman.aviles@diputados.gob.mx,59918
Dip. Maria Bertha Espinoza Segura,Mayoria Relativa,15-nov-57,Santa Veronica Marquez Dominguez,Veracruz,Distrito:3,M-476,bertha.espinoza@diputados.gob.mx,61508
Dip. Ricardo Francisco Exsome Zapata,Mayoria Relativa,28-sep-63,Francisco Javier Lorenzo Cabrera,Veracruz,Distrito:4,M-478,ricardo.exsome@diputados.gob.mx,61414
Dip. Raquel Bonilla Herrera,Mayoria Relativa,17-mar-84,Maria Guadalupe Bello Trejo,Veracruz,Distrito:5,M-472,raquel.bonilla@diputados.gob.mx,61454
Dip. Jaime Humberto Perez Bernabe,Mayoria Relativa,15-abr-73,Ricardo Cabanas Vazquez,Veracruz,Distrito:6,K-386,jaime.perez@diputados.gob.mx,61394
Dip. Rodrigo Calderon Salas,Mayoria Relativa,05-abr-58,Enrique Capetillo Gonzalez,Veracruz,Distrito:7,K-392,rodrigo.calderon@diputados.gob.mx,61442
Dip. Claudia Tello Espinosa,Mayoria Relativa,16-oct-64,--- --- ---,Veracruz,Distrito:8,K-388,claudia.tello@diputados.gob.mx,61512
Dip. Carmen Mora Garcia,Mayoria Relativa,14-jul-52,Maria Laura Garcia Gomez,Veracruz,Distrito:9,L-434,carmen.mora@diputados.gob.mx,61516
Dip. Rafael Hernandez Villalpando,Mayoria Relativa,08-nov-47,Guillermo Fernandez Sanchez,Veracruz,Distrito:10,M-477,rafael.hernandezv@diputados.gob.mx,61444
Dip. Flora Tania Cruz Santos,Mayoria Relativa,27-ene-78,Celica Segura Toledo,Veracruz,Distrito:11,M-475,flora.cruz@diputados.gob.mx,61448
Dip. Mariana Dunyaska Garcia Rojas,Mayoria Relativa,29-oct-74,Ana Gabriela Pantoja Andrade,Veracruz,Distrito:12,K-372,dunyaska.garcia@diputados.gob.mx,59885-8310
Dip. Eleuterio Arrieta Sanchez,Mayoria Relativa,02-may-55,Ramon Pino Mendez,Veracruz,Distrito:13,M-473,eleuterio.arrieta@diputados.gob.mx,61396
Dip. Carmen Medel Palma,Mayoria Relativa,26-sep-59,Mariela Hernandez Garcia,Veracruz,Distrito:14,L-433,carmen.medel@diputados.gob.mx,61400
Dip. Dulce Maria Corina Villegas Guarneros,Mayoria Relativa,24-dic-66,Nury Yareli Aguilar Morales,Veracruz,Distrito:15,M-471,dulce.villegas@diputados.gob.mx,61454
Dip. Juan Martinez Flores,Mayoria Relativa,03-abr-56,Jose Ignacio Vazquez Sanchez,Veracruz,Distrito:16,L-432,jmartinez.flores@diputados.gob.mx,61408
Dip. Valentin Reyes Lopez,Mayoria Relativa,13-feb-52,Abel Maza Dominguez,Veracruz,Distrito:17,K-393,valentin.reyes@diputados.gob.mx,61518
Dip. Bonifacio Aguilar Linda,Mayoria Relativa,08-may-76,Feliciano Romero Martinez,Veracruz,Distrito:18,L-431,bonifacio.aguilar@diputados.gob.mx,61406
Dip. Paola Tenorio Adame,Mayoria Relativa,20-abr-66,Andrea Doria Ortiz Aguirre,Veracruz,Distrito:19,K-389,paola.tenorio@diputados.gob.mx,61521
Dip. Eulalio Juan Rios Fararoni,Mayoria Relativa,18-abr-65,Hermilo Arista Bonilla,Veracruz,Distrito:20,K-387,eulaliojuan.rios@diputados.gob.mx,61398
Dip. Jesus Carlos Vidal Peniche,Mayoria Relativa,16-jun-76,Sergio Enrrique Chale Cauich,Yucatan,Distrito:1,K-377,jesus.vidal@diputados.gob.mx,59618
Dip. Maria Ester Alonzo Morales,Mayoria Relativa,15-ene-59,Guadalupe Elizabeth Zapata Gonzalez,Yucatan,Distrito:2,K-384,maria.alonzo@diputados.gob.mx,59540
Dip. Roger Herve (Deceso) Aguilar Salazar(protesta pendiente),Mayoria Relativa,12-sep-38,Limbert Ivan de Jesus Interian Gallegos(en funciones),Yucatan,Distrito:3,G-220,,
Dip. Jose Elias Lixa Abimerhi,Mayoria Relativa,28-feb-87,Mario Enmanuel Aragon Castillo,Yucatan,Distrito:4,D-090,elias.lixa@diputados.gob.mx,59954
